热度,作者,用户名,内容,链接,发布时间
1847,Anthropic,AnthropicAI,New on the Engineering Blog: How we designed Claude Code auto mode.  Many Claude Code users let Claude work without permission prompts. Auto mode is a safer middle ground: we built and tested classifi,https://twitter.com/AnthropicAI/status/2036944806317088921,Wed Mar 25 23:14:21 +0000 2026
210,Warren Kinsella,kinsellawarren,"At some point, politicians and leaders of academic/legal/health institutions will wake up to the fact that they have been duped by a comprehensive antisemitic bot/AI/astroturf propaganda campaign desi",https://twitter.com/kinsellawarren/status/2036764861556813978,Wed Mar 25 11:19:18 +0000 2026
149,10 ⨻,Trappwurld,"• cmai agent free mint today.  999 to 1669 items now  a good sign of faith I would think.  launching on base, the blockchain spear heading the entire AI agentic narrative since 2025 (x402, ERC-8004 et",https://twitter.com/Trappwurld/status/2036708851639013442,Wed Mar 25 07:36:45 +0000 2026
111,Canglong,cangg_l,Test $100 into Base Boost on @glider_fi is it worth it or just farm and dump?  I just deposited about $100 into Base Boost on glider to see how it actually performs  This is basically a DeFi ETF: you ,https://twitter.com/cangg_l/status/2036699909676831182,Wed Mar 25 07:01:13 +0000 2026
110,The Trout Farm,Mike__McKenna,I’ve been slowly putting together a Silver Ink 🖋️ Auto collection.     Added the Wyatt Langford RC today.     Figured Opening Day was a good time to show off the Family Photo 📸 https://t.co/XDcAZlz85G,https://twitter.com/Mike__McKenna/status/2036915743527493862,Wed Mar 25 21:18:51 +0000 2026
85,Julian Goldie SEO,JulianGoldieSEO,This guy literally tested Hermes Agent vs OpenClaw side by side.  Hermes won. And it wasn't close.  Here's what made the difference:  → Hermes built the website faster  → Hermes gave live updates the ,https://twitter.com/JulianGoldieSEO/status/2036731996274045099,Wed Mar 25 09:08:43 +0000 2026
65,Srini 🏴‍☠️,srinigoes,Minted my Sunglasses 👓   Thank you @jgonzalezferrer for a smooth mint experience 🫡  And kudos to @cmai_agent for being a great Agent 👏🏽👏🏽👏🏽,https://twitter.com/srinigoes/status/2036826122743423479,Wed Mar 25 15:22:44 +0000 2026
65,Connor Sears,connors,"Email isn’t going anywhere. It’s just going to get a whole lot better.  Introducing Sutro—an email client designed for people and their agents. Bring your own Claude, Codex, or OpenClaw agents and hav",https://twitter.com/connors/status/2036873999448498680,Wed Mar 25 18:32:59 +0000 2026
64,OKES,horkays,still at work but managed to mint my sunglasses by cmai agent   let’s facking go https://t.co/K9vTcVvEJ9,https://twitter.com/horkays/status/2036821026860933277,Wed Mar 25 15:02:29 +0000 2026
58,Aaron Dishner,MooninPapa,"Markets have been brutal this week, and we have been working on something specifically designed for times like this.  One tool. Built on OpenClaw. Designed for traders of all markets.  Coming soon... ",https://twitter.com/MooninPapa/status/2036884069196456269,Wed Mar 25 19:13:00 +0000 2026
53,ItsFrank,FrankLambeek,"DeFi on @ShidoNetwork isn’t just for humans — it’s built for AI.  With EIP-8004, autonomous agents get on-chain identity, reputation, and trustless coordination.  Dynamic rebalancing, cross-chain arbi",https://twitter.com/FrankLambeek/status/2036834713583726775,Wed Mar 25 15:56:52 +0000 2026
49,BSCN,BSCNews,"🚨JUST IN: BINANCE LAUNCHES AI PRO PUBLIC BETA  @Binance has announced the public beta launch of its AI-powered trading assistant, Binance AI Pro.  The tool is designed to analyze markets, execute stra",https://twitter.com/BSCNews/status/2036731816111903162,Wed Mar 25 09:08:00 +0000 2026
48,Co-op Tory 🍁,CoopTory,This is a gross insult to the intelligence of voters.  Nobody thinks that a “Tariff-Free Auto Pact” is possible. There’s no “deal” to “secure.”  It’s blatant lying and bad politics to push for doublin,https://twitter.com/CoopTory/status/2036970821466677632,Thu Mar 26 00:57:43 +0000 2026
40,Mahir Oberai,mahir_oberai,Companies can now put their cash to work in treasury and earn up to 6% yield in just a few taps on iOS.   Turn on auto-transfer and never miss a dollar. https://t.co/UpwhTzvaUH,https://twitter.com/mahir_oberai/status/2036876619273433186,Wed Mar 25 18:43:24 +0000 2026
36,Hoodlums,HoodlumsOnX,Just 95 mints to go until we hit 2000/5000 minted! 🧢 🔗  https://t.co/xD1m5wgfkA  👤  FREE Basic Hoodlums® OtherSide Avatar! 🪙  10K FREE $HOOD auto airdropped with EACH mint! 🎰  Prize Wheel LIVE! (5K $H,https://twitter.com/HoodlumsOnX/status/2036724941974806647,Wed Mar 25 08:40:41 +0000 2026
26,Cantor8,cantor8,"We recently announced that Cantor8 is providing $200,000 in research funding to support the development of a standard protocol built specifically for Agentic AI systems on @CantonNetwork.  Now we look",https://twitter.com/cantor8/status/2036832990425145376,Wed Mar 25 15:50:02 +0000 2026
24,Techy,techy0x,"Built a position in $SMCF. Fully working platform built by @vasilich_nick, agent @0xsmcai is online and got good traction already and sitting at 125k  """"Turn dead token holdings into yield"""". Basically,",https://twitter.com/techy0x/status/2036942634699079897,Wed Mar 25 23:05:43 +0000 2026
24,Teazelbtc (Vibecoder arc),Teazelbtc,"Meet @Mamo your AI-powered personal finance agent on Base! Mamo helps you track, grow, and understand your money with smart automated yield farming on USDC.$10,000 in USDC rewards are LIVE right now f",https://twitter.com/Teazelbtc/status/2036879549724602721,Wed Mar 25 18:55:02 +0000 2026
22,Paul Dans for US Senate,DansForSenate,Lady Grahams supporters are terrified. They run the worst imitation of a Russian bot farm possibly ever recorded in campaign history to be honest.,https://twitter.com/DansForSenate/status/2037006663710835053,Thu Mar 26 03:20:09 +0000 2026
20,"WaaP, Wallet as a Protocol",WaaPxyz,4am. Agent spots high yield in an unverified vault. Policy flags it as a known drain.  Stops cold. Transaction doesn't happen.  You wake up. Flag's waiting. You review it.  No blind moves. No drained ,https://twitter.com/WaaPxyz/status/2036760036161253688,Wed Mar 25 11:00:08 +0000 2026
18,aescripts+aeplugins,aescripts,"Made with Linkup by @rizaljulizar  https://t.co/QJtuyot2sT #aftereffects #aescripts #linkup The ultimate in-app browser designed to keep you in the flow. Use AI tools, watch tutorials, and auto-import",https://twitter.com/aescripts/status/2036808110224896163,Wed Mar 25 14:11:10 +0000 2026
13,WingRiders,wingriderscom,WR Farms 🚜 Epoch 621  Top 3 by TVL: $ADA / $NIGHT  $1.44M ✨ $USDM / $USDA   $403K $ADA / $USDA    $331K  Top 3 by APR (solid TVL): $ADA / $AGENT     79% 2x $ADA / $ROLL     49% 2x $ADA / $SNEK        ,https://twitter.com/wingriderscom/status/2036947307770396969,Wed Mar 25 23:24:17 +0000 2026
13,Gate Layer,GateLayer,"ERC-8004 is now live on @GateLayer , enabling on-chain identity, reputation, and verification for AI agents.  As a foundational onchain infrastructure for the Agentic Economy, @8004_scan introduces Id",https://twitter.com/GateLayer/status/2036760217375969789,Wed Mar 25 11:00:51 +0000 2026
12,Maldo,Maldouy,"We integrated identity and reputation (ERC-8004), escrow and @Kleros_io arbitration.  Maldo is building the settlement infrastructure for the agentic economy.   Join at https://t.co/tETR2VbMyd",https://twitter.com/Maldouy/status/2036789716163416566,Wed Mar 25 12:58:04 +0000 2026
11,DevToolz,dev_toolz,"So far theres been 0 issues reported with the telegram bot, its doing exactly what its designed to do.   Today we will be working on the program that will intercept the locked tokens when they are rel",https://twitter.com/dev_toolz/status/2036828765339205894,Wed Mar 25 15:33:14 +0000 2026
10,MarchantDev,MarchantDev,"Built on Solana. CPI-compatible, designed for composable agent interactions. Looking for builders to experiment with this: https://t.co/8o3eKOce3I",https://twitter.com/MarchantDev/status/2036966681466044435,Thu Mar 26 00:41:16 +0000 2026
10,kexx,kexxcrypt,"finally bot works properly, can detect each wl phase, auto mint, set timer to mint automatically.  only problem is rpc, rpc i am using is free so its pretty slow to excite transactions compared to oth",https://twitter.com/kexxcrypt/status/2036927105787699390,Wed Mar 25 22:04:00 +0000 2026
10,Praise Ariyo // Figma Auto layout Expert,danelvis354,Designed this landing page to guide visitors from “hmm” to “add to cart”  Clean layout. Strong storytelling. Conversion focused UX. Your product deserves this treatment. DM me if you want a page that ,https://twitter.com/danelvis354/status/2036882733356523874,Wed Mar 25 19:07:41 +0000 2026
10,Marry Evan,marryevan999,"Make money with OpenClaw/ Clawdbot in 7 days.  OpenClaw Made $113,73 Autonomously, you only need a laptop to make $5,000/month.  I’ve prepared the exact step-by-step guide. Normally priced at $200, bu",https://twitter.com/marryevan999/status/2037023824315899971,Thu Mar 26 04:28:20 +0000 2026
9,Minisend,minisendapp,Yields are now live on Minisend wallets. Here's how to start earning:-  &gt;Get a minisend wallet at https://t.co/18gxFV7PCH &gt;Deposit more $2 or more &gt;Turn on auto-yield on your profile  More ba,https://twitter.com/minisendapp/status/2036817661145882701,Wed Mar 25 14:49:07 +0000 2026
9,Sui AI,SuiAIFun,$SUI once reached $5 — now it’s hovering around $1.  This could be a strong accumulation zone for those looking to stack more $SUI and explore top tokens in the Sui ecosystem.  We believe in the long-,https://twitter.com/SuiAIFun/status/2037019497346064456,Thu Mar 26 04:11:08 +0000 2026
