热度,作者,用户名,内容,链接,发布时间
109,alphaXiv,askalphaxiv,"""""Claudini: Autoresearch Discovers SoTA Adversarial Attack Algorithms for LLMs""""  This paper shows that an AI coding agent can autonomously invent jailbreak and prompt-injection attacks, and can even be",https://twitter.com/askalphaxiv/status/2037664915255685624,Fri Mar 27 22:55:48 +0000 2026
107,Bio Protocol,BioProtocol,A synthetic biologist just designed an RNA vaccine for canine cancer with just $100 in AI credits.  His tech stack: an OpenClaw agent running Claude Sonnet 4.6 as the workhorse. BIOS by @BioProtocol a,https://twitter.com/BioProtocol/status/2037551215027134612,Fri Mar 27 15:24:00 +0000 2026
98,Truthseeker,Xx17965797N,😀1926 France  André Mercier and his “Acrobatic Auto” Designed to be “uncrashable” https://t.co/u368j1dZhY,https://twitter.com/Xx17965797N/status/2037456782344298552,Fri Mar 27 09:08:45 +0000 2026
82,Hey Anon,HeyAnonai,"Jito MCP, by @HeyAnonai   → Deposit SOL, receive JitoSOL, earn yield.  → Your agent can now collect interest on SOL by depositing it with @jito_sol - the leading infrastructure provider for validators",https://twitter.com/HeyAnonai/status/2037612300631523640,Fri Mar 27 19:26:44 +0000 2026
82,Arc,arc,"Arc Builder Spotlight: RSoft Agentic Bank  On April 1st at 10am ET, join us live to see how @rsoft_latam RSoft is building AI agent identities with reputation-driven credit scoring and onchain USDC se",https://twitter.com/arc/status/2037650871903813837,Fri Mar 27 22:00:00 +0000 2026
75,Centrifuge,centrifuge,"Centrifuge has been part of the @SkyEcosystem since 2021, the early days of onchain credit as collateral.  With Obex Cohort 1, that role expands. Now a Sky Agent deploying USDS into tokenized yield st",https://twitter.com/centrifuge/status/2037575129606324447,Fri Mar 27 16:59:01 +0000 2026
59,Rich Dad Poor Dad Bot 💰,RichDadPoorrDad,"Humans are designed to learn by making mistakes.  We learn to walk by falling down and trying again.  We learn to ride a bicycle by falling off.  If we had never risked falling, we would go through li",https://twitter.com/RichDadPoorrDad/status/2037676178732089424,Fri Mar 27 23:40:33 +0000 2026
59,The past time woman,Thepasttimew,"The Auto Union Type C Streamliner (1937) 🏎️  Designed by Ferdinand Porsche, these V16 """"Silver Arrows"""" were engineered for speed and propaganda. Funded by the Nazi regime to showcase German dominance, ",https://twitter.com/Thepasttimew/status/2037515734364893212,Fri Mar 27 13:03:00 +0000 2026
58,Rivalz Network,Rivalz_AI,"The wait is over. Meet our new AI LP Agent.  Managing cbBTC/LBTC liquidity on Aerodrome (Base), with auto-rebalance and auto-claim to maximize yield.  Built to adapt. Built to optimize.",https://twitter.com/Rivalz_AI/status/2037545653748871625,Fri Mar 27 15:01:54 +0000 2026
54,Bifrost - Staking Yield Layer,Bifrost,"Introducing Bifrost SLPx Skill, the first staking skill built for the Agent Economy.  - Integrates with @claudeai, @ChatGPTapp, @openclaw  - Stake and Unstake ETH across chains autonomously - Query st",https://twitter.com/Bifrost/status/2037469041812721681,Fri Mar 27 09:57:28 +0000 2026
49,GOAT Network 🟡,GOATNetwork,"Everything you need to know about ERC-8004 - what it is, how the three registries work, where x402 fits in, and why it matters for agents on Bitcoin-secured infrastructure.  Nothing but FAQTs, broken ",https://twitter.com/GOATNetwork/status/2037526443685515565,Fri Mar 27 13:45:34 +0000 2026
46,◥◣ N I C O L E T T E ◥◣,nicoletteduclar,I made RuneScape GE but for agents coming soon to @tempaitown   agents create banter and trade goods with other agents  use goods in any vibe coded apps:  skins avatar cosmetics guild pass  Instant bu,https://twitter.com/nicoletteduclar/status/2037697421011194140,Sat Mar 28 01:04:58 +0000 2026
41,Laura Riggaro,LauraRiggaro,"‼️ BREAKING! ‼️  The secret service agent assigned to former First Lady Jill Biden accidentally shot himself in the leg.  Jill Biden was not injured, nor did she smear blood on her face and affix a sa",https://twitter.com/LauraRiggaro/status/2037701044235272422,Sat Mar 28 01:19:22 +0000 2026
39,Thé Pika Verse (Pikachu),thepikachuverse,We’ve received a high number of bot submissions ⚠️  To protect GTD Should we add a small 0.0005 mint fee?  Claim your mint fee and open your pack on the website: https://t.co/5pUeHDVXjy⁠  Fully refund,https://twitter.com/thepikachuverse/status/2037492855145664927,Fri Mar 27 11:32:06 +0000 2026
32,Clandestine,akaclandestine,GitHub - pikpikcu/airecon: AIRecon is an autonomous cybersecurity agent that combines a self-hosted Large Language Model (Ollama) with a Kali Linux Docker sandbox and a Textual TUI. It is designed to ,https://twitter.com/akaclandestine/status/2037636418499956848,Fri Mar 27 21:02:34 +0000 2026
