热度,作者,用户名,内容,链接,发布时间
159,NORMIES,normiesART,"gm Normies!  Here is the shortest form of what we are building.  ERC 8004, agentic future for Normies is upon us.  More than 20 data points, fully on-chain, no server no IPFS.   Normies are built for ",https://twitter.com/normiesART/status/2036376275900662005,Tue Mar 24 09:35:12 +0000 2026
153,ST,seyitaylor,"The battle to become the context layer for companies is absolutely raging right now.   Notion. Linear. Github. Google.   Everyone wants to play the role of substrate for the agent workforce, but none ",https://twitter.com/seyitaylor/status/2036599253863153745,Wed Mar 25 00:21:14 +0000 2026
152,AI Highlight,AIHighlight,🚨 Most AI video tools solve one piece of the puzzle and leave the rest to you.   Topview Agent V2 and Seedance 2.0 just changed that (@TopviewAIhq).  The Agent turns any idea into a structured storybo,https://twitter.com/AIHighlight/status/2036354977199743187,Tue Mar 24 08:10:34 +0000 2026
146,NoahAI,TryNoahAI,"Agent Season on @solana 🦞  300+ OpenClaw Agents were launched via our TG Bot in the last 15 days.  People are now executing swaps, farming yield, trading, bridging, tracking live data, and 100+ more o",https://twitter.com/TryNoahAI/status/2036381434332741775,Tue Mar 24 09:55:42 +0000 2026
103,Sentinel,SentinelTradeX,We’ve been working quietly on something for a long time now.  Sentinel.  This isn’t another trading bot built for screenshots or backtests. It’s a full system designed to operate in live market condit,https://twitter.com/SentinelTradeX/status/2036601712820002904,Wed Mar 25 00:31:01 +0000 2026
89,Wey Gu 古思为,wey_gu,把在 kcd、vllm meetup 上的分享主题整理成了 blog 哈，slides 链接也在里边，之后 kcd 社区会把视频发布也会附上。  这次花了不少时间梳理了我们做 Nowledge Mem 的经验🫡  https://t.co/NnMFOThHtc,https://twitter.com/wey_gu/status/2036584521580359851,Tue Mar 24 23:22:42 +0000 2026
63,The Smart Ape 🔥,the_smart_ape,"ERC-8004 for agent identity + x402 for payments + skill modules (PancakeSwap, Venus, CoinMarketCap…) plugged in natively.  this is the right architecture. agents don't need to be monoliths, they need ",https://twitter.com/the_smart_ape/status/2036505420722831806,Tue Mar 24 18:08:23 +0000 2026
57,ItsFrank,FrankLambeek,"🔥 Just dropped WenMint + DEXHub on @ShidoNetwork!    Launch any token in one tx—name, supply, and pool created instantly. Then watch it auto-appear on DEXHub with live charts, prices &amp; rankings se",https://twitter.com/FrankLambeek/status/2036479288552116430,Tue Mar 24 16:24:33 +0000 2026
53,SuckBoyTony,SuckBoyTony1,"The Incolite 9M is a modular suppressor I designed (based on @boesuppression's idea) that is 7.5+2.5oz, 5.25+2.25"""" and 5.56 full auto rated. It was a challenge and a lot of effort getting an Inconel C",https://twitter.com/SuckBoyTony1/status/2036631705692340393,Wed Mar 25 02:30:12 +0000 2026
39,Wes Roth,WesRoth,"The evolution of the traditional click farm into an autonomous AI """"agent farm."""" https://t.co/xtd4AwX3tS",https://twitter.com/WesRoth/status/2036488217117982732,Tue Mar 24 17:00:01 +0000 2026
36,Jevgenijs Kazanins,jevgenijs,"""""Securitize named as the first digital transfer agent eligible to mint blockchain-native securities for corporate or ETF issuers on the upcoming NYSE-affiliated tokenized securities platform"""" 💪🏻 https",https://twitter.com/jevgenijs/status/2036485616804798634,Tue Mar 24 16:49:41 +0000 2026
36,Tech Layoff Tracker,TechLayoffLover,"Mid-level engineer at a major cloud provider got called into his skip-level's office yesterday for a """"role evolution discussion""""  His manager pulled up a dashboard comparing his output to an AI agent ",https://twitter.com/TechLayoffLover/status/2036595967764332663,Wed Mar 25 00:08:11 +0000 2026
36,sauciii,sauciii,Making some updates to the Claw Council site. Shoutout @Hack_1t3r for pointing out some  friction in the onboarding process  8004 registration is also an added requirement :) https://t.co/N3ezt9GA33,https://twitter.com/sauciii/status/2036498274366918968,Tue Mar 24 17:39:59 +0000 2026
35,Fran.Cisca,frans6cur,"Love the intent behind this mint and how you can configure your agent to your taste  Not sure what could come out of it but I grabbed some.   Zero or not, art is solid https://t.co/huVQpfm5he",https://twitter.com/frans6cur/status/2036477549279068474,Tue Mar 24 16:17:38 +0000 2026
35,Diego,diegoxyz,30% APY on $USDC - New Farm  I’m thinking about moving part of my stablecoins into this opportunity.  @mamo is paying up to 30% APY if you use their stablecoin agent through the Base app.  I’ve been u,https://twitter.com/diegoxyz/status/2036471853363925175,Tue Mar 24 15:55:00 +0000 2026
28,Eddie Wharton,eddiewharton,"Final 45 mins to mint, closes at 11a est, link in bio  Grateful for 122 collectors already 💙   Missing a few not in last snapshot, honored my card was their first, they'll auto-join Sunday at snapshot",https://twitter.com/eddiewharton/status/2036447060870795416,Tue Mar 24 14:16:29 +0000 2026
26,apoorv.eth,apoorveth,the @walletchan_ onchain bot has been running continuously and sharing yield with $WCHAN stakers  currently at 17.21% APY 🔥 https://t.co/tC6ZHk4i2V,https://twitter.com/apoorveth/status/2036342680465408466,Tue Mar 24 07:21:43 +0000 2026
25,Shape,shape,"→  Mint One click — AI generates a full agent identity: creature type, personality, pixel art portrait, skills, and behavioral boundaries. You confirm a single wallet transaction.  →  Stored on-chain ",https://twitter.com/shape/status/2036475056222523518,Tue Mar 24 16:07:43 +0000 2026
25,navi,navi9000x,Hey fomo at $juice we built some cool functionality that’s designed to support floors for communities and there could be a rewards component with buy in from leads  Anyone can activate an agent with a,https://twitter.com/navi9000x/status/2036536095945470114,Tue Mar 24 20:10:16 +0000 2026
23,NewsForce,Newsforce,🚨 AMAZON BUYS “SOFT BODY” HUMANOID COMPANY   Amazon isn’t done taking over warehouses - now it’s aiming straight for your living room.  It just acquired a startup building human-like robots designed t,https://twitter.com/Newsforce/status/2036551586076565767,Tue Mar 24 21:11:50 +0000 2026
21,Aegis,aegis_im,1/ sYUSD is auto-compounding staked YUSD. Yield accrues inside the contract automatically. Holders just hold. https://t.co/vaYk7FJj2O,https://twitter.com/aegis_im/status/2036515037729157549,Tue Mar 24 18:46:36 +0000 2026
19,Đecentralized Člub ©,dens_club,🚨 BlockRush Season 2 is LIVE on Solido Money 🤑   💹 Stake $SUPRA → Get $stSUPRA (liquid) 🔥 Borrow interest-free $CASH 🤑 Earn auto-compounding yield with $bCASH    All while stacking Genesis Blocks that,https://twitter.com/dens_club/status/2036627983088394418,Wed Mar 25 02:15:24 +0000 2026
17,0xShadow,ZeroXShadowETH,ShadowSwap v1 is now live.  ShadowSwap is a privacy-first tool designed to let users move and interact with funds without exposing their wallet identity onchain. It focuses on giving users true anonym,https://twitter.com/ZeroXShadowETH/status/2036510438368878692,Tue Mar 24 18:28:19 +0000 2026
