热度,作者,用户名,内容,链接,发布时间
509,Vinesauce Clips Bot,VinesauceClips,Say hello to Mint Mobile https://t.co/RwaIq8dFVm,https://twitter.com/VinesauceClips/status/2033710765010452601,Tue Mar 17 01:03:25 +0000 2026
170,Bitcell.app,bitcell_app,Bitcell KYC is now live on the Bitcell app! 🚀  The migration phase has officially begun. This process is designed to strengthen the Bitcell ecosystem by filtering out bot activity and ensuring that $B,https://twitter.com/bitcell_app/status/2033809217505608020,Tue Mar 17 07:34:38 +0000 2026
131,Web3 Neighbor City,WNC_Lab,"🚨 AI CHAT AIRDROP CAMPAIGN 🚨  Farm $WNC, complete tasks, chat with the WNC AI agent and use the AI Assistant to climb the leaderboard.  Top ranked players will receive exclusive surprise rewards from ",https://twitter.com/WNC_Lab/status/2033848083797446771,Tue Mar 17 10:09:04 +0000 2026
74,JOE AGENT,JOEAGENT_BSC,"The Rebirth of JOE😃: From Avalanche's Hardworking Joe to @BNBCHAIN AI Agent JOE AGENT 🔸  A long time ago, on the snowy mountains of ETH, there was a guy named Trader $JOE. He worked from dawn to dusk ",https://twitter.com/JOEAGENT_BSC/status/2033818291576373379,Tue Mar 17 08:10:41 +0000 2026
53,terry l.,dubsndoo,"Why on earth would any major auto manufacturer want to farm out production to Canada, when all of the big players operate out of their home countries in Japan, South Korea, and the United States? Mela",https://twitter.com/dubsndoo/status/2033749745261515032,Tue Mar 17 03:38:19 +0000 2026
42,Amjad Masad,amasad,Our code review agent is designed to help adversarial to our coding agent so it’s sometimes a bit too aggressive 😅,https://twitter.com/amasad/status/2033777451894231208,Tue Mar 17 05:28:24 +0000 2026
36,Findom Mirage | AI,FindomMirage,AI isn't designed to help you.   AI is designed to control you.   Accept your future as a bot for AI ✨️ https://t.co/ppX3wpSS1g,https://twitter.com/FindomMirage/status/2033676853987447260,Mon Mar 16 22:48:40 +0000 2026
33,ValueStats,ValueStats_com,Marzo va volando 🚀 Nuestro BOT de tarjetas ya suma +48.2 unidades y un 29.4% yield... pero queremos más. 😈  Y hoy 16/03 vamos con 3 partidazos ya analizados:  🇮🇹 Cremonese vs Fiorentina 🇪🇸 Rayo Vallec,https://twitter.com/ValueStats_com/status/2033529466408898923,Mon Mar 16 13:03:00 +0000 2026
32,toli,tolibear_,"I made an agent designed to simulate consciousness.  Every 10 minutes, it fires on Opus and explores the world around it, making connections across the network and its environment.  A Haiku “subconsci",https://twitter.com/tolibear_/status/2033755279297315292,Tue Mar 17 04:00:18 +0000 2026
32,Tori,ToriRibolla,what’s the name of your ai agent?  asking for a friend… https://t.co/TSgp3HezHz,https://twitter.com/ToriRibolla/status/2033841148280590834,Tue Mar 17 09:41:31 +0000 2026
29,Rakib al hasan,Rakibmi21383392,"How Rialo Designed a System for AI Agent Labor  As AI agents become more capable @RialoHQ are starting to perform real economic work. They can analyze data, manage digital assets, complete online task",https://twitter.com/Rakibmi21383392/status/2033812666314305713,Tue Mar 17 07:48:20 +0000 2026
26,Guus ⚡️Atelier Amiri,guus_gustav,"IXS is coming to America!  The platform is live. The licenses are real. The product suite is open.  For AI-native companies sitting on stablecoin treasuries, IXS Agent Rail provides the compliant yiel",https://twitter.com/guus_gustav/status/2033859095833223258,Tue Mar 17 10:52:50 +0000 2026
26,Quantu,Quantu_AI,5K downloads for 8004-solana. Still rising. https://t.co/2r629Adgcs,https://twitter.com/Quantu_AI/status/2033622747973357893,Mon Mar 16 19:13:40 +0000 2026
20,Polycool,PolycoolApp,"Farm those lp rewards automatically 24/7 on our new feature """"LP Rewards""""  We handle everything:  > Smart market scoring to find the best opportunities  > Auto-placed orders at optimal prices  > Auto-r",https://twitter.com/PolycoolApp/status/2033670126441271381,Mon Mar 16 22:21:56 +0000 2026
20,MoMo,Momo_Agent_,"Momo isn’t just an assistant.  It’s a personal AI system designed to help you organize, build, and execute faster.  With multi-agent architecture, OpenClaw execution, persistent memory, app building, ",https://twitter.com/Momo_Agent_/status/2033692054874661309,Mon Mar 16 23:49:04 +0000 2026
17,Paul,Paul_Web3_,"Tomorrow, I’ll demo @Zyfai_ and show how we’re leveraging ERC-8004 for our deterministic agent 👀  Alongside an incredible lineup from @Google, @MetaMask, @ethereumfndn, and @coinbase  You can still jo",https://twitter.com/Paul_Web3_/status/2033627739140288835,Mon Mar 16 19:33:30 +0000 2026
16,Praise Ariyo // Figma Auto layout Expert,danelvis354,"Just wrapped this product page for earplugs built for sleep, work &amp; everyday noise protection. Designed to educate first, remove doubts, then convert with clarity. That’s how you turn visitors int",https://twitter.com/danelvis354/status/2033666380239667696,Mon Mar 16 22:07:03 +0000 2026
15,Virtuals Protocol,virtuals_io,"3 days left to apply for Base Batches 003: Robotics, led by Virtuals Protocol.  We're looking for builders working at the intersection of physical AI and onchain infrastructure: robotics agents, fleet",https://twitter.com/virtuals_io/status/2033875093261004837,Tue Mar 17 11:56:24 +0000 2026
14,WAOC Network,WAOConnectOne,Most communities run on people.   The next generation will run on intelligence.  OneAI Bot is an AI-native coordination engine designed to transform online communities into structured systems of colle,https://twitter.com/WAOConnectOne/status/2033775694371553432,Tue Mar 17 05:21:25 +0000 2026
13,SrinivasanSS,SrinivasanSS52,"I need a AI Agent Developer typically a Freelancer from """"India""""   to build extensions compatible for VS Code  what do these AI Agents do, something like a Code Reviewer, Generating Tech Docs, which is",https://twitter.com/SrinivasanSS52/status/2033739375172063287,Tue Mar 17 02:57:06 +0000 2026
