热度,作者,用户名,内容,链接,发布时间
677,Chuck Pfarrer | Indications & Warnings |,ChuckPfarrer,SHAHED SHREDDER:  The German designed ‘Gepard' (Cheetah) self-propelled anti-aircraft gun system.  Radar guided  35mm auto-cannons provide short range (SHORAD) and point air defense. https://t.co/XQCc,https://twitter.com/ChuckPfarrer/status/2040496551223599571,Sat Apr 04 18:27:43 +0000 2026
190,DD,Dasfruits,"Currently DMing you mfers who were not only rude to me but also allowed the roast bot to level yourselves out as well  Thanks for being patient  Collection is being ironed out, wallet checker will be ",https://twitter.com/Dasfruits/status/2040577728789782758,Sat Apr 04 23:50:17 +0000 2026
130,Tat Thang,Febers4,JPEGs are no longer the end product.  They are just the visual UI for autonomous capital.  The timeline is screaming about the NORMIES 40x price action.  I'm looking at the tech stack. ERC-8004 deploy,https://twitter.com/Febers4/status/2040455753937609098,Sat Apr 04 15:45:36 +0000 2026
125,GriffinAI | The #1 AI Agent Builder for DeFi 🤖,Griffin_AI,"Crypto Twitter: """"The bear market is back! Sell everything!""""  Me, watching my Griffin agents calmly execute delta-neutral strategies and farm yield: ☕️🐳  How are we feeling today, fam? 👿 Buying the dip",https://twitter.com/Griffin_AI/status/2040462588681588994,Sat Apr 04 16:12:45 +0000 2026
89,The Wall Street Journal,WSJ,"The stop-start engine has become an annoyance to many American drivers, who argue that it makes driving feel unnatural, jerky and unenjoyable. The feature, designed to lower auto emissions, is set to ",https://twitter.com/WSJ/status/2040507204596359246,Sat Apr 04 19:10:03 +0000 2026
75,Mahfuz Allum,mahfuzxallum,Ayoo Fam!  Been Using Auto Earn For A While And Apparently Missed Something  I always thought it was just the simple base yield doing its thing in the background.  Apparently there are extra layers on,https://twitter.com/mahfuzxallum/status/2040480824811045293,Sat Apr 04 17:25:13 +0000 2026
62,PELS AUTO OF IBADAN,PELSAUTOS,LEXUS RX350 2015 IN MINT CONDITION AND LOW MILEAGE AVAILABLE FOR PRE-ORDER DEAL CALL OR WHATSAPP 07032328559 IF YOU ARE INTERESTED. https://t.co/RyadRM7Zp9,https://twitter.com/PELSAUTOS/status/2040439120170811726,Sat Apr 04 14:39:30 +0000 2026
45,Glenn🍁,faah032,"𝐄𝐚𝐫𝐥𝐲 𝐩𝐫𝐨𝐣𝐞𝐜𝐭  @openpoops   𝐟𝐫𝐞𝐞 𝐦𝐢𝐧𝐭 𝐍𝐅𝐓 𝐩𝐚𝐜𝐤 𝐥𝐨𝐚𝐝𝐢𝐧𝐠  ▫️5,555 supply ▫️eth chain ▫️free mint  ▫️100+ AI agent skills + automation playbook  • motion graphics + design/code frameworks included  follo",https://twitter.com/faah032/status/2040467647007961552,Sat Apr 04 16:32:51 +0000 2026
36,JB Slear,JB_Slear,"WTF happened, why did we downgrade?  The 1959 Volkswagen Beetle coffee maker, known as the Hertella Auto Kaffeemachine,  was a rare dealer-installed accessory designed to mount directly to the  dashbo",https://twitter.com/JB_Slear/status/2040450664472735916,Sat Apr 04 15:25:22 +0000 2026
31,FELIX,FellMentKE,$600 Mac Minis for OpenClaw are officially pointless  one AI agent. Gmail. Notion. Slack. running 24/7. no hardware. no docker. no config.  Kilo set the whole thing up in 60 seconds and nobody's ready,https://twitter.com/FellMentKE/status/2040648985904615917,Sun Apr 05 04:33:26 +0000 2026
