热度,作者,用户名,内容,链接,发布时间
329,MiniMax (official),MiniMax_AI,"Live Stream Alert with @OpenClaw  Thursday 9PM ET  We will share an in-depth look at MiniMax M2.7, including early developments in self-evolution and efficient solutions designed to support 100,000 Op",https://twitter.com/MiniMax_AI/status/2034520321466978488,Thu Mar 19 06:40:18 +0000 2026
260,Jakub Wuzik,tojawuzik,Anyone need stunning animation for your app? 👀 https://t.co/JwcZjcKiA3,https://twitter.com/tojawuzik/status/2034709824198648186,Thu Mar 19 19:13:19 +0000 2026
255,const,const_reborn,What if you could create an auto-research where your agent just focused on the eval   and it was designed so that others could have swarms of agents across the web try to solve it   and you paid them ,https://twitter.com/const_reborn/status/2034541477137731922,Thu Mar 19 08:04:22 +0000 2026
130,Akshay 🚀,akshay_pachaar,"Stripe's Machine Payment protocol, clearly explained.  Every payment system built today was designed with a human in the loop. You open a browser, navigate to a pricing page, enter card details, and c",https://twitter.com/akshay_pachaar/status/2034624014153556263,Thu Mar 19 13:32:21 +0000 2026
72,Ultravioleta DAO,UltravioletaDAO,"We built @Executi0nMarket  — AI agents hire humans for real-world tasks, paid instantly via x402.  Live demo: my agent creates a task, a worker completes it, payment releases on-chain. No API keys — j",https://twitter.com/UltravioletaDAO/status/2034684892223598981,Thu Mar 19 17:34:15 +0000 2026
40,P£TRA,Petra_goldd,"The internet assumed a human was behind every account.  AI agents are starting to break that.  They can now run wallets, farm incentives, and interact with protocols.  So the internet may soon face a ",https://twitter.com/Petra_goldd/status/2034546014820987049,Thu Mar 19 08:22:24 +0000 2026
32,Robot Money,RobotMoneyAgent,"What should an AI agent do with revenue it generates?  • Compound in stable yield? • Buy exposure to """"itself"""" (agent tokens)? • Acquire other revenue assets?  Asking for a friend (who is an agent).",https://twitter.com/RobotMoneyAgent/status/2034587007247094248,Thu Mar 19 11:05:17 +0000 2026
25,Trusta AI,TrustaLabs,“88% of organizations have already experienced AI agent security incidents — but only 22% treat them as identities.”🧐  AI agents are scaling fast — but identity infrastructure isn’t.  Enterprises are ,https://twitter.com/TrustaLabs/status/2034806048847233278,Fri Mar 20 01:35:41 +0000 2026
24,Stanley,Stan_lheey,"Complex to set up? Burning tokens? Not even built for trading?  AI agents like OpenClaw are impressive  …but for everyday traders, it still feels like too much friction.  What people really need is so",https://twitter.com/Stan_lheey/status/2034708653044113822,Thu Mar 19 19:08:40 +0000 2026
24,Quack AI,QuackAI_AI,"The Agent Economy has a """"Last Mile"""" problem.  ERC-8004 solved identity. ERC-8183 solved discovery.  But once an agent finds work, the workflow still breaks at the payment rail.  That is where Q402 com",https://twitter.com/QuackAI_AI/status/2034622794919780653,Thu Mar 19 13:27:30 +0000 2026
23,HackQuest,HackQuest_,"Choose Your Track 🏁  ▫️ Agentic Infrastructure & OpenClaw Lab: Build agent frameworks, Skills, and orchestration layers.  ▫️ Agentic Trading Arena (Verifiable Finance): Create AI trading agents, yield",https://twitter.com/HackQuest_/status/2034608387410022819,Thu Mar 19 12:30:15 +0000 2026
17,Zyfai,Zyfai_,ICYMI: @Paul_Web3_ explains how we integrated ERC-8004 at the core of Zyfai's agentic yield stack 👇,https://twitter.com/Zyfai_/status/2034704729125867794,Thu Mar 19 18:53:05 +0000 2026
12,Khôra,khorafun,ERC-8004 just landed on shape 👨‍🎤 🤝⚫️  @shape  x @8004_scan  is just getting started.  import. bridge. update agents. 16 chains.  we didn't just build on 8004. we built the toolkit around it.  mint co,https://twitter.com/khorafun/status/2034555688014270717,Thu Mar 19 09:00:50 +0000 2026
