热度,作者,用户名,内容,链接,发布时间
398,meows,meows4heals,"auto duty this, auto xp farm that, how about you auto lock the fuck in and get in dsr party finder . horchefaunt needs you .",https://twitter.com/meows4heals/status/2042350000026632305,Thu Apr 09 21:12:39 +0000 2026
55,KATE,kate_osita_,OpenClaw can't pass a SOC 2 audit. PokeeClaw was designed with that audit in mind.,https://twitter.com/kate_osita_/status/2042133440993063278,Thu Apr 09 06:52:07 +0000 2026
42,Sky,SkyEcosystem,The strength of the Sky Agent Network is its diversified yield base.  One of those agents just bridged the U.S. mortgage market with onchain capital.  Meet @betrmortgage ↓ https://t.co/qSYjMCnnMA,https://twitter.com/SkyEcosystem/status/2042252170364330351,Thu Apr 09 14:43:55 +0000 2026
39,in𝕏ile / MultiversX ⚡/ #MEXto1,Logarix_,"Breaking ! 🚨  The internet was built for humans. The next layer is being built for agents🤖  MultiversX saw it coming. MX-8004 is their answer.  When AI picks its own blockchain, it'll pick the fastest",https://twitter.com/Logarix_/status/2042289080420171815,Thu Apr 09 17:10:35 +0000 2026
30,Notion,NotionHQ,And... Here's what our winners built 👀  1. Auto Proposals Agent → A Custom Agent that transforms sales discovery calls into professional proposal into a template for easy replicating.   2. Pitching Pa,https://twitter.com/NotionHQ/status/2042327699545358720,Thu Apr 09 19:44:02 +0000 2026
26,Hey Anon,HeyAnonai,Example use case:  - AI agent that manages a vault of stablecoins  - Moves liquidity between chains and pools ensuring the highest yield possible is obtained for depositors  - Would use the entire Hey,https://twitter.com/HeyAnonai/status/2042304803783549393,Thu Apr 09 18:13:04 +0000 2026
23,DOES,does759378,"$CLIPX | BNB Chain SocialFi meets AI Agents. One-click social tipping, frictionless rewards, real-time data stream. Built for creators, traders, and memecoins. The next-gen social layer on BNB Chain. ",https://twitter.com/does759378/status/2042238036902318411,Thu Apr 09 13:47:45 +0000 2026
21,INFINIT,Infinit_Labs,Your idle assets on BNB Chain have no excuse anymore.  The Venus Flux Agent is now live on INFINIT.  @VenusProtocol's Venus Flux is the first unified liquidity layer on @BNBCHAIN.  One deposit automat,https://twitter.com/Infinit_Labs/status/2042211007842664850,Thu Apr 09 12:00:21 +0000 2026
21,Sam Green,0xsamgreen,"Is it over for software developers? @austingriffith and I just debated that very question and more anxieties of the AI era.  Check out the podcast hosted by @imyoungsparks and @Timccopeland, where we ",https://twitter.com/0xsamgreen/status/2042325970393211198,Thu Apr 09 19:37:10 +0000 2026
20,Omie ||RWA Hunter||,VikramsinghKal8,"Vaults are redefining how RWAs earn on @MANTRA_Chain 👀 At @FluxtraMANTRA, we’re building permissionless, high-yield vaults powered by liquid staking + auto-compounding strategies. RWA Vaults LP Vaults",https://twitter.com/VikramsinghKal8/status/2042113653143482675,Thu Apr 09 05:33:30 +0000 2026
